timestamp,use_case,schema_type,test_name,concurrency,run_number,tps,avg_latency_ms
2025-06-25T21:59:21.998454,catalog,denorm,homepage,4,3,6161.502459,0.649
2025-06-25T21:59:30.274052,catalog,norm,insert_only,4,3,3922.698817,1.02
2025-06-25T21:59:39.124234,catalog,denorm,insert_only,4,3,1609.437759,2.485
2025-06-25T21:59:47.472022,catalog,norm,homepage,8,3,6989.326705,1.145
2025-06-25T21:59:56.861188,catalog,denorm,homepage,8,3,8854.577314,0.903
2025-06-25T22:00:05.165304,catalog,norm,insert_only,8,3,4307.658398,1.857
2025-06-25T22:00:14.006821,catalog,denorm,insert_only,8,3,3780.084546,2.116
2025-06-25T22:00:22.315134,catalog,norm,homepage,16,3,6240.105285,2.564
2025-06-25T22:00:31.171174,catalog,denorm,homepage,16,3,10883.83212,1.47
2025-06-25T22:00:39.371804,catalog,norm,insert_only,16,3,5657.578722,2.828
2025-06-25T22:00:48.294395,catalog,denorm,insert_only,16,3,3663.328085,4.368
2025-06-25T22:00:56.587793,catalog,norm,homepage,32,3,6461.847248,4.952
2025-06-25T22:01:05.352098,catalog,denorm,homepage,32,3,12189.210156,2.625
2025-06-25T22:01:13.596299,catalog,norm,insert_only,32,3,5492.809156,5.826
2025-06-25T22:01:22.919619,catalog,denorm,insert_only,32,3,3364.213571,9.512
2025-06-25T22:01:31.286009,catalog,norm,homepage,64,3,6857.376509,9.333
2025-06-25T22:01:40.213361,catalog,denorm,homepage,64,3,13851.420244,4.62
2025-06-25T22:01:48.511814,catalog,norm,insert_only,64,3,4907.603319,13.041
2025-06-25T22:01:57.485924,catalog,denorm,insert_only,64,3,3102.281443,20.63
