timestamp,use_case,schema_type,test_name,concurrency,run_number,tps,avg_latency_ms
2025-06-24T20:40:32.604828,cms,denorm,return,64,1,7189.475147,8.902
2025-06-24T20:40:38.491864,cms,norm,find_whales,2,2,356.761059,5.606
2025-06-24T20:40:44.803667,cms,denorm,find_whales,2,2,2464.418411,0.812
2025-06-24T20:40:50.764491,cms,norm,profile_load,2,2,3699.823456,0.541
2025-06-24T20:40:56.851322,cms,denorm,profile_load,2,2,4020.650364,0.497
2025-06-24T20:41:02.768070,cms,norm,purchase,2,2,3593.227185,0.557
2025-06-24T20:41:08.934703,cms,denorm,purchase,2,2,3365.271735,0.594
2025-06-24T20:41:14.842634,cms,norm,return,2,2,3900.885899,0.513
2025-06-24T20:41:20.964151,cms,denorm,return,2,2,3597.947142,0.556
2025-06-24T20:41:26.901178,cms,norm,find_whales,4,2,383.093663,10.441
2025-06-24T20:41:33.065814,cms,denorm,find_whales,4,2,4513.676389,0.886
2025-06-24T20:41:38.989039,cms,norm,profile_load,4,2,5804.988118,0.689
2025-06-24T20:41:45.317707,cms,denorm,profile_load,4,2,6194.953201,0.646
2025-06-24T20:41:51.222458,cms,norm,purchase,4,2,4728.048943,0.846
2025-06-24T20:41:57.389337,cms,denorm,purchase,4,2,4503.924591,0.888
2025-06-24T20:42:03.288834,cms,norm,return,4,2,5382.079604,0.743
2025-06-24T20:42:09.403168,cms,denorm,return,4,2,5119.732698,0.781
2025-06-24T20:42:15.341529,cms,norm,find_whales,8,2,269.410651,29.694
2025-06-24T20:42:21.518301,cms,denorm,find_whales,8,2,4257.029162,1.879
2025-06-24T20:42:27.440165,cms,norm,profile_load,8,2,8455.43288,0.946
2025-06-24T20:42:33.584193,cms,denorm,profile_load,8,2,8903.255033,0.899
2025-06-24T20:42:39.500733,cms,norm,purchase,8,2,6705.224554,1.193
2025-06-24T20:42:45.765751,cms,denorm,purchase,8,2,6262.636522,1.277
2025-06-24T20:42:51.749037,cms,norm,return,8,2,7591.983473,1.054
2025-06-24T20:42:57.863960,cms,denorm,return,8,2,7118.898397,1.124
2025-06-24T20:43:03.802707,cms,norm,find_whales,16,2,250.450684,63.885
2025-06-24T20:43:09.973413,cms,denorm,find_whales,16,2,3770.014153,4.244
2025-06-24T20:43:15.915559,cms,norm,profile_load,16,2,8402.993589,1.904
2025-06-24T20:43:22.054083,cms,denorm,profile_load,16,2,10900.055227,1.468
2025-06-24T20:43:28.044298,cms,norm,purchase,16,2,8442.405764,1.895
2025-06-24T20:43:34.186083,cms,denorm,purchase,16,2,7090.855574,2.256
2025-06-24T20:43:40.130503,cms,norm,return,16,2,9533.905298,1.678
2025-06-24T20:43:46.401453,cms,denorm,return,16,2,7671.368159,2.086
2025-06-24T20:43:52.427244,cms,norm,find_whales,32,2,271.555063,117.84
2025-06-24T20:43:58.687568,cms,denorm,find_whales,32,2,3411.241619,9.381
2025-06-24T20:44:04.623271,cms,norm,profile_load,32,2,8743.476144,3.66
2025-06-24T20:44:10.781728,cms,denorm,profile_load,32,2,12236.306625,2.615
2025-06-24T20:44:16.823458,cms,norm,purchase,32,2,8673.583819,3.689
2025-06-24T20:44:23.004691,cms,denorm,purchase,32,2,6612.791875,4.839
2025-06-24T20:44:28.950195,cms,norm,return,32,2,9772.599378,3.274
2025-06-24T20:44:35.085732,cms,denorm,return,32,2,7171.57728,4.462
2025-06-24T20:44:41.218600,cms,norm,find_whales,64,2,241.137058,265.409
2025-06-24T20:44:47.584401,cms,denorm,find_whales,64,2,3766.54518,16.992
2025-06-24T20:44:53.568714,cms,norm,profile_load,64,2,9701.28155,6.597
2025-06-24T20:44:59.697446,cms,denorm,profile_load,64,2,13491.014877,4.744
2025-06-24T20:45:05.620986,cms,norm,purchase,64,2,8876.502374,7.21
2025-06-24T20:45:11.785006,cms,denorm,purchase,64,2,6537.278357,9.79
2025-06-24T20:45:17.775609,cms,norm,return,64,2,9903.931781,6.462
2025-06-24T20:45:23.977213,cms,denorm,return,64,2,6911.49503,9.26
2025-06-24T20:45:29.918485,cms,norm,find_whales,2,3,356.074224,5.617
2025-06-24T20:45:36.057021,cms,denorm,find_whales,2,3,2441.286595,0.819
2025-06-24T20:45:41.998142,cms,norm,profile_load,2,3,3634.218767,0.55
2025-06-24T20:45:48.278142,cms,denorm,profile_load,2,3,4010.426509,0.499
2025-06-24T20:45:54.218149,cms,norm,purchase,2,3,3441.476779,0.581
2025-06-24T20:46:00.341771,cms,denorm,purchase,2,3,3373.681238,0.593
2025-06-24T20:46:06.301300,cms,norm,return,2,3,4111.292714,0.486
2025-06-24T20:46:12.410701,cms,denorm,return,2,3,3595.800269,0.556
2025-06-24T20:46:18.366938,cms,norm,find_whales,4,3,374.230007,10.689
2025-06-24T20:46:24.507708,cms,denorm,find_whales,4,3,4502.631771,0.888
2025-06-24T20:46:30.404022,cms,norm,profile_load,4,3,5784.579721,0.691
2025-06-24T20:46:36.532546,cms,denorm,profile_load,4,3,6245.347506,0.64
2025-06-24T20:46:42.457988,cms,norm,purchase,4,3,4763.347518,0.84
2025-06-24T20:46:48.758257,cms,denorm,purchase,4,3,4479.684798,0.893
2025-06-24T20:46:54.679528,cms,norm,return,4,3,5244.030129,0.763
2025-06-24T20:47:00.787879,cms,denorm,return,4,3,5112.045291,0.782
2025-06-24T20:47:06.782501,cms,norm,find_whales,8,3,274.242372,29.171
2025-06-24T20:47:12.960158,cms,denorm,find_whales,8,3,4270.783383,1.873
2025-06-24T20:47:18.912823,cms,norm,profile_load,8,3,8475.764998,0.944
2025-06-24T20:47:25.041447,cms,denorm,profile_load,8,3,8864.109917,0.903
2025-06-24T20:47:30.954892,cms,norm,purchase,8,3,6709.970582,1.192
2025-06-24T20:47:37.104532,cms,denorm,purchase,8,3,6296.058025,1.271
2025-06-24T20:47:43.012837,cms,norm,return,8,3,7695.149999,1.04
2025-06-24T20:47:49.332983,cms,denorm,return,8,3,7167.051669,1.116
2025-06-24T20:47:55.296382,cms,norm,find_whales,16,3,271.018458,59.037
2025-06-24T20:48:01.434644,cms,denorm,find_whales,16,3,3815.21757,4.194
2025-06-24T20:48:07.376139,cms,norm,profile_load,16,3,8403.236136,1.904
2025-06-24T20:48:13.531889,cms,denorm,profile_load,16,3,10850.835732,1.475
2025-06-24T20:48:19.497935,cms,norm,purchase,16,3,8473.731458,1.888
2025-06-24T20:48:25.679581,cms,denorm,purchase,16,3,7087.423519,2.258
2025-06-24T20:48:31.599191,cms,norm,return,16,3,9477.998375,1.688
2025-06-24T20:48:37.681769,cms,denorm,return,16,3,7676.023775,2.084
2025-06-24T20:48:43.689739,cms,norm,find_whales,32,3,240.238686,133.201
2025-06-24T20:48:50.021880,cms,denorm,find_whales,32,3,3479.868909,9.196
2025-06-24T20:48:55.958753,cms,norm,profile_load,32,3,9124.381648,3.507
2025-06-24T20:49:02.117962,cms,denorm,profile_load,32,3,12142.012971,2.635
2025-06-24T20:49:08.004505,cms,norm,purchase,32,3,8873.884037,3.606
2025-06-24T20:49:14.205330,cms,denorm,purchase,32,3,6711.622376,4.768
2025-06-24T20:49:20.099239,cms,norm,return,32,3,10295.556687,3.108
2025-06-24T20:49:26.255441,cms,denorm,return,32,3,7053.17077,4.537
2025-06-24T20:49:32.358509,cms,norm,find_whales,64,3,247.953609,258.113
2025-06-24T20:49:38.579807,cms,denorm,find_whales,64,3,3725.153578,17.18
2025-06-24T20:49:44.508672,cms,norm,profile_load,64,3,9682.38317,6.61
2025-06-24T20:49:50.843565,cms,denorm,profile_load,64,3,13083.014506,4.892
2025-06-24T20:49:56.760338,cms,norm,purchase,64,3,8650.81353,7.398
2025-06-24T20:50:02.963727,cms,denorm,purchase,64,3,6544.053815,9.78
2025-06-24T20:50:08.887429,cms,norm,return,64,3,9736.132087,6.573
2025-06-24T20:50:15.089390,cms,denorm,return,64,3,6978.661539,9.171
2025-06-24T20:59:46.810991,cms,norm,profile_load_10,1,1,1612.240722,0.62
2025-06-24T20:59:52.955909,cms,denorm,profile_load_10,1,1,2257.549149,0.443
2025-06-24T20:59:58.862148,cms,norm,profile_load_10,2,1,3079.220701,0.65
2025-06-24T21:00:04.960946,cms,denorm,profile_load_10,2,1,3923.131341,0.51
2025-06-24T21:00:10.884609,cms,norm,profile_load_10,4,1,5060.973178,0.79
2025-06-24T21:00:17.014358,cms,denorm,profile_load_10,4,1,4384.877142,0.912
2025-06-24T21:00:23.027963,cms,norm,profile_load_10,8,1,5613.292018,1.425
2025-06-24T21:00:29.152634,cms,denorm,profile_load_10,8,1,8685.856289,0.921
2025-06-24T21:00:35.074563,cms,norm,profile_load_10,16,1,5287.937697,3.026
2025-06-24T21:00:41.360280,cms,denorm,profile_load_10,16,1,10643.42945,1.503
2025-06-24T21:00:47.296080,cms,norm,profile_load_10,32,1,5335.726304,5.997
2025-06-24T21:00:53.521046,cms,denorm,profile_load_10,32,1,11896.544261,2.69
2025-06-24T21:00:59.489088,cms,norm,profile_load_10,64,1,5702.6141,11.223
2025-06-24T21:01:05.663118,cms,denorm,profile_load_10,64,1,13027.845394,4.913
2025-06-24T21:01:11.626699,cms,norm,profile_load_10,1,2,1603.047016,0.624
2025-06-24T21:01:17.787799,cms,denorm,profile_load_10,1,2,2375.289191,0.421
2025-06-24T21:01:23.715589,cms,norm,profile_load_10,2,2,3119.352648,0.641
2025-06-24T21:01:29.838395,cms,denorm,profile_load_10,2,2,3855.640306,0.519
2025-06-24T21:01:35.755285,cms,norm,profile_load_10,4,2,5111.085294,0.783
2025-06-24T21:01:42.092273,cms,denorm,profile_load_10,4,2,6076.296879,0.658
2025-06-24T21:01:48.075962,cms,norm,profile_load_10,8,2,5590.15183,1.431
2025-06-24T21:01:54.201406,cms,denorm,profile_load_10,8,2,8470.000352,0.945
2025-06-24T21:02:00.132354,cms,norm,profile_load_10,16,2,5194.70141,3.08
2025-06-24T21:02:06.273760,cms,denorm,profile_load_10,16,2,10678.350476,1.498
2025-06-24T21:02:12.194057,cms,norm,profile_load_10,32,2,5340.432439,5.992
2025-06-24T21:02:18.321753,cms,denorm,profile_load_10,32,2,12113.991286,2.642
2025-06-24T21:02:24.219791,cms,norm,profile_load_10,64,2,5316.472058,12.038
2025-06-24T21:02:30.368845,cms,denorm,profile_load_10,64,2,12607.180453,5.076
2025-06-24T21:02:36.330184,cms,norm,profile_load_10,1,3,1602.30039,0.624
2025-06-24T21:02:42.576989,cms,denorm,profile_load_10,1,3,2412.496964,0.415
2025-06-24T21:02:48.508094,cms,norm,profile_load_10,2,3,3086.251393,0.648
2025-06-24T21:02:54.633198,cms,denorm,profile_load_10,2,3,3772.572895,0.53
2025-06-24T21:03:00.554549,cms,norm,profile_load_10,4,3,5173.765652,0.773
2025-06-24T21:03:06.704504,cms,denorm,profile_load_10,4,3,6122.414227,0.653
2025-06-24T21:03:12.646154,cms,norm,profile_load_10,8,3,5800.1434,1.379
2025-06-24T21:03:18.766852,cms,denorm,profile_load_10,8,3,8774.182374,0.912
2025-06-24T21:03:24.660818,cms,norm,profile_load_10,16,3,5207.402355,3.073
2025-06-24T21:03:30.792437,cms,denorm,profile_load_10,16,3,10731.079654,1.491
2025-06-24T21:03:36.695042,cms,norm,profile_load_10,32,3,5026.356402,6.366
2025-06-24T21:03:42.929362,cms,denorm,profile_load_10,32,3,11734.195327,2.727
2025-06-24T21:03:48.902317,cms,norm,profile_load_10,64,3,5463.571819,11.714
2025-06-24T21:03:55.085921,cms,denorm,profile_load_10,64,3,12403.195353,5.16
